ID,Name,Year,Rank,Average,Bayes average,Users rated,URL,Thumbnail,recommendation1,recommendation2,recommendation3,recommendation4,recommendation5,recommendation6,bgg_id,name,year,game_type,publisher,min_players,max_players,min_players_rec,max_players_rec,min_players_best,max_players_best,min_age,min_time,max_time,category,mechanic,family,rank,num_votes,avg_rating,stddev_rating,bayes_rating,complexity,sim_family
184267,On Mars,2020,56,8.26,7.706,7797,/boardgame/184267/mars,https://cf.geekdo-images.com/Nm0Iw8NoiM9V8IsifimGBw__micro/img/HQNReYu8QkZqD4dbZeWg3cQrkv0=/fit-in/64x64/filters:strip_icc()/pic4357658.jpg,284378,125153,237179,163068,161533,175640,184267,On Mars,2020.0,Strategy Game,"Eagle-Gryphon Games,Angry Lion Games,Arclight Games,Delta Vision Publishing,Giochix.it,hobbity.eu,Korea Boardgames Co., Ltd.,Lavka Games,Maldito Games,Mosaico Jogos,Skellig Games,TLAMA games,YOKA Games",1.0,4.0,1.0,4.0,3.0,3.0,14.0,90.0,150.0,"City Building,Economic,Exploration,Science Fiction,Space Exploration,Territory Building","Closed Drafting,Contracts,Delayed Purchase,End Game Bonuses,Hand Management,Hexagon Grid,Income,Movement Points,Moving Multiple Units,Set Collection,Solo / Solitaire Game,Tech Trees / Tech Tracks,Tile Placement,Variable Phase Order,Worker Placement","Crowdfunding: Kickstarter,Digital Implementations: Tabletopia,Game: On Mars,Misc: Made by Panda,Players: Games with Solitaire Rules,Space: Earth's Solar System,Space: Mars",48.0,11024.0,8.21863,1.50999,7.756,4.6726,Crowdfunding
125153,The Gallerist,2015,57,8.06,7.689,11049,/boardgame/125153/gallerist,https://cf.geekdo-images.com/ie1GSt1XV04sXQXt-3O1UQ__micro/img/Zxap2me5W8VgLK_VNU_lY5vLnbA=/fit-in/64x64/filters:strip_icc()/pic2503200.png,161533,184267,284378,175640,310873,251247,125153,The Gallerist,2015.0,Strategy Game,"Eagle-Gryphon Games,Angry Lion Games,Fire on Board Jogos,Fruhling-Honpo,Giochix.it,Maldito Games,sternenschimmermeer,YOKA Games",1.0,4.0,1.0,4.0,3.0,4.0,13.0,60.0,150.0,Economic,"Area Majority / Influence,Commodity Speculation,Contracts,Investment,Open Drafting,Point to Point Movement,Resource to Move,Set Collection,Solo / Solitaire Game,Victory Points as a Resource,Worker Placement,Worker Placement, Different Worker Types","Crowdfunding: Giochistarter,Crowdfunding: Kickstarter,Crowdfunding: Spieleschmiede,Digital Implementations: Tabletopia,Game: The Gallerist,Misc: Made by Panda,Players: Games with Solitaire Rules,Theme: Art,Theme: Fine Art and Art Museums,Theme: Painting / Paintings",65.0,13363.0,8.0324,1.35445,7.68145,4.2576,Crowdfunding
230802,Azul,2017,58,7.8,7.687,62252,/boardgame/230802/azul,https://cf.geekdo-images.com/tz19PfklMdAdjxV9WArraA__micro/img/N7xRslgynWzB3aObMBI9F1yKfQ8=/fit-in/64x64/filters:strip_icc()/pic3718275.jpg,163412,148228,54043,233867,204583,209685,230802,Azul,2017.0,"Abstract Game,Family Game","Next Move Games,Plan B Games,Asmodee,Broadway Toys LTD,Divercentro,Galápagos Jogos,Gém Klub Kft.,Ghenos Games,Green Elephant Games,Hobby Japan,KADABRA,Kaissa Chess & Games,Korea Boardgames Co., Ltd.,Lacerta,MINDOK,Orangutan Games,Pegasus Spiele,Rebel Sp. z o.o.,SuperHeated Neurons,Tower Tactic Games,TWOPLUS Games,Zvezda,Бельвіль",2.0,4.0,2.0,4.0,2.0,2.0,8.0,30.0,45.0,"Abstract Strategy,Puzzle,Renaissance","End Game Bonuses,Open Drafting,Pattern Building,Tile Placement,Turn Order: Claim Action","Components: 5 x 5 Grids,Country: Portugal,Digital Implementations: Board Game Arena,Game: Azul,Misc: Mensa Select,Theme: Art",70.0,79775.0,7.76172,1.15401,7.65041,1.7613,Components
72125,Eclipse,2011,59,7.88,7.684,26820,/boardgame/72125/eclipse,https://cf.geekdo-images.com/cnFppsVNOSTJ-W3APQFuTg__micro/img/dfQTNAju5CUxn6JQl-Pxubac99o=/fit-in/64x64/filters:strip_icc()/pic1974056.jpg,37111,31481,127023,40765,105551,25292,72125,Eclipse,2011.0,Strategy Game,"Lautapelit.fi,Asmodee,Asterion Press,Korea Boardgames Co., Ltd.,Rebel Sp. z o.o.,Ystari Games",2.0,6.0,2.0,6.0,4.0,6.0,14.0,60.0,180.0,"Civilization,Fighting,Science Fiction,Space Exploration,Wargame","Dice Rolling,Grid Movement,Hexagon Grid,Map Addition,Modular Board,Player Elimination,Tile Placement,Variable Phase Order,Variable Player Powers","Components: Control Boards,Components: Map (Interplanetary or Interstellar scale),Components: Miniatures,Digital Implementations: Steam,Game: Eclipse (Lautapelit.fi),Mechanism: 4X,Misc: Made by Panda",71.0,27909.0,7.8437,1.5046,7.63756,3.7038,Components
161533,Lisboa,2017,60,8.2,7.678,7845,/boardgame/161533/lisboa,https://cf.geekdo-images.com/OrHS8_a1CqSGiXeTfCk0Wg__micro/img/rpfZR0COMOP41SI2EZPrSrX_LL8=/fit-in/64x64/filters:strip_icc()/pic3209553.jpg,125153,175640,284378,184267,310873,237179,161533,Lisboa,2017.0,Strategy Game,"Eagle-Gryphon Games,Angry Lion Games,Delta Vision Publishing,Giochix.it,hobbity.eu,Lavka Games,Maldito Games,Mandala Jogos,TLAMA games,YOKA Games",1.0,4.0,1.0,4.0,3.0,3.0,12.0,60.0,120.0,"City Building,Economic,Industry / Manufacturing,Political","Area Majority / Influence,Hand Management,Open Drafting,Solo / Solitaire Game,Tile Placement","Cities: Lisbon (Portugal),Components: Multi-Use Cards,Country: Portugal,Crowdfunding: Giochistarter,Crowdfunding: Kickstarter,Crowdfunding: Spieleschmiede,Digital Implementations: Tabletopia,Misc: Made by Panda,Players: Games with Solitaire Rules,Theme: Earthquakes",58.0,9932.0,8.18995,1.46455,7.70861,4.5946,Cities
25613,Through the Ages: A Story of Civilization,2006,61,7.9,7.677,18359,/boardgame/25613/through-ages-story-civilization,https://cf.geekdo-images.com/3piN3YX4WmBRuIvbEG2Ygg__micro/img/xy_566fY112BYtYJjT29cfAcHsk=/fit-in/64x64/filters:strip_icc()/pic236169.jpg,31260,3076,120677,20551,18602,28143,25613,Through the Ages: A Story of Civilization,2006.0,Strategy Game,"Czech Board Games,Czech Games Edition,DiceTree Games,Eagle-Gryphon Games,HomoLudicus,IELLO,MINDOK,Pegasus Spiele,Portal Games,Raven Distribution,Rebel Sp. z o.o.,Wargames Club Publishing",2.0,4.0,2.0,4.0,3.0,3.0,12.0,120.0,120.0,"Civilization,Economic","Action Points,Auction/Bidding,Auction: Dutch,Hand Management,Open Drafting","Ancient: Egypt,Digital Implementations: Board Game Arena,Game: Through the Ages,Historical Figures: Various,Mechanism: Tableau Building",78.0,19019.0,7.86243,1.69662,7.62003,4.1754,Ancient
244521,The Quacks of Quedlinburg,2018,62,7.84,7.672,29179,/boardgame/244521/quacks-quedlinburg,https://cf.geekdo-images.com/pH5LgRL4mNRon-2NsSDb1Q__micro/img/pAWwGfiqFpn-kkzUKexMTZOvoA4=/fit-in/64x64/filters:strip_icc()/pic6137509.png,295947,265736,298069,199792,266192,199561,244521,The Quacks of Quedlinburg,2018.0,Family Game,"Schmidt Spiele,999 Games,Arclight Games,Brain Games,CMYK,Compaya.hu: Gamer Café Kft.,Devir,G3,Games4you,Kaissa Chess & Games,Korea Boardgames Co., Ltd.,Lautapelit.fi,Lavka Games,MEEPLE,MINDOK,NorthStar Game Studio,Swan Panasia Co., Ltd.,YellowBOX",2.0,4.0,2.0,4.0,4.0,4.0,10.0,45.0,45.0,Medieval,"Catch the Leader,Deck, Bag, and Pool Building,Delayed Purchase,Dice Rolling,Events,Market,Push Your Luck,Simultaneous Action Selection,Variable Set-up","Components: Dice with Icons,Country: Germany,Digital Implementations: Tabletopia,Game: The Quacks of Quedlinburg,Misc: Watch It Played How To Videos",61.0,42486.0,7.83927,1.23628,7.69441,1.951,Components
521,Crokinole,1876,63,7.94,7.671,13384,/boardgame/521/crokinole,https://cf.geekdo-images.com/7ejbxsn-UtLl3ehamuAEdw__micro/img/5UygdMxz3N_dTCkGlwVlgJXK_vg=/fit-in/64x64/filters:strip_icc()/pic79413.jpg,284083,140934,193042,221965,92415,172,521,Crokinole,1876.0,Family Game,"(Public Domain),BrownCastle Games,Carrom Company,Cogitate Games,Crokinole World,Felsberger,Ferti,Gameland 游戏大陆,Hilinski Brothers,Industries Prince, Inc.,John Jaques of London,Korea Boardgames Co., Ltd.,Let's Play Games! LLC,M. B. Ross,Mayday Games,Mitra,Mr. Crokinole,Muzzies' Country Lane Woodshop,Noris Spiele,Tischlerei Knels & Jeske GmbH,Tracey Boards,Willard,Wooden Games Crokinole,Wooden You Know Crokinole Boards",2.0,4.0,2.0,4.0,2.0,4.0,8.0,30.0,30.0,Action / Dexterity,"Flicking,Team-Based Game","Components: Wooden pieces & boards,Mechanism: Finger Flicking Games,Traditional Games: Crokinole",53.0,16222.0,8.00335,1.61473,7.73233,1.2373,Components
124742,Android: Netrunner,2012,64,7.88,7.67,27636,/boardgame/124742/android-netrunner,https://cf.geekdo-images.com/2ewHIIG_TRq8bYlqk0jIMw__micro/img/U5irACQ5P-7X9XyeDWj71ai-Ruw=/fit-in/64x64/filters:strip_icc()/pic3738560.jpg,72125,37111,257501,31481,39463,96848,124742,Android: Netrunner,2012.0,Customizable,"Fantasy Flight Games,Arclight Games,Asmodee,Edge Entertainment,Galakta,Game Harbor,Giochi Uniti,Heidelberger Spieleverlag,Korea Boardgames Co., Ltd.",2.0,2.0,2.0,2.0,2.0,2.0,14.0,45.0,45.0,"Bluffing,Card Game,Collectible Components,Science Fiction","Action Points,Deck Construction,Hand Management,Race,Secret Unit Deployment,Take That,Variable Player Powers","Category: Two players fighting games,Collectible: Living Card Game (Fantasy Flight Games),Game: Android – Netrunner (LCG),Players: Two Player Only Games,Setting: Android,Theme: Cyberpunk,Theme: Hackers",68.0,29329.0,7.87648,1.66476,7.65876,3.3998,Category
191189,Aeon's End,2016,65,8.01,7.669,13717,/boardgame/191189/aeons-end,https://cf.geekdo-images.com/d50LceHj6LIafa4S_qIsCg__micro/img/0El7f9TAr9UfvKlcsXYrBe8jEOc=/fit-in/64x64/filters:strip_icc()/pic3189350.jpg,241451,218417,121921,162886,291457,318184,191189,Aeon's End,2016.0,Strategy Game,"Action Phase Games,Indie Boards & Cards,Angry Lion Games,Arclight Games,Frosted Games,Lavka Games,Matagot,Pegasus Spiele,Portal Games,REXhry,SD Games,Surfin' Meeple China",1.0,4.0,1.0,4.0,2.0,2.0,14.0,60.0,60.0,"Card Game,Fantasy,Fighting,Science Fiction","Chit-Pull System,Cooperative Game,Deck, Bag, and Pool Building,Delayed Purchase,Hand Management,Open Drafting,Solo / Solitaire Game,Variable Phase Order,Variable Player Powers,Variable Set-up","Components: Official Music Soundtrack,Crowdfunding: Kickstarter,Digital Implementations: Steam,Game: Aeon's End,Players: Games with Solitaire Rules",74.0,18339.0,7.93258,1.35523,7.63474,2.7942,Components
159675,Fields of Arle,2014,66,8.08,7.656,8996,/boardgame/159675/fields-arle,https://cf.geekdo-images.com/0w8go6cfvlpgJKydHUkDtA__micro/img/9JEU9pIfwl2wUIE3fmCmjjH_iiM=/fit-in/64x64/filters:strip_icc()/pic2225968.png,143693,35677,300322,193738,70149,102680,159675,Fields of Arle,2014.0,Strategy Game,"Feuerland Spiele,999 Games,Filosofia Éditions,Game Harbor,Games Factory Publishing,Korea Boardgames Co., Ltd.,Maldito Games,Z-Man Games,テンデイズゲームズ(TendaysGames)",1.0,2.0,1.0,2.0,2.0,2.0,13.0,60.0,120.0,"Economic,Farming,Industry / Manufacturing","Automatic Resource Growth,Highest-Lowest Scoring,Income,Set Collection,Solo / Solitaire Game,Turn Order: Claim Action,Turn Order: Progressive,Worker Placement","Animals: Cattle / Cows,Animals: Horses,Animals: Sheep,Category: Combinatorial,Components: Meeples (Animal) / Animeeples,Components: Wooden pieces & boards,Country: Germany,Crowdfunding: Wspieram,Digital Implementations: Yucata,Game: Fields of Arle,Players: Games with Solitaire Rules,Series: Harvest (Uwe Rosenberg),Theme: Nature",79.0,10289.0,8.04031,1.29142,7.61691,3.8651,Animals
266810,Paladins of the West Kingdom,2019,67,8.03,7.652,11024,/boardgame/266810/paladins-west-kingdom,https://cf.geekdo-images.com/4nhokcLdYoo6ulbZ1rmGgA__micro/img/WMzScSxJICvIyErl47KBVoskhnQ=/fit-in/64x64/filters:strip_icc()/pic4462987.png,296151,350316,247763,236457,170042,183394,266810,Paladins of the West Kingdom,2019.0,Strategy Game,"Garphill Games,Renegade Game Studios,Banana Games,CMON Global Limited,Fever Games,Korea Boardgames Co., Ltd.,Lavka Games,Lord of Boards,MEEPLE,MeepleBR,Pixie Games,Portal Games,Primigenio,Reflexshop,Schwerkraft-Verlag,TLAMA games,White Goblin Games,株式会社ケンビル (KenBill)",1.0,4.0,1.0,3.0,2.0,2.0,12.0,90.0,120.0,Medieval,"End Game Bonuses,Market,Open Drafting,Solo / Solitaire Game,Worker Placement,Worker Placement, Different Worker Types","Crowdfunding: Kickstarter,Digital Implementations: Tabletopia,History: Francia,Mechanism: Tableau Building,Players: Games with Solitaire Rules,Series: Medieval Trilogies (Garphill Games),Series: The West Kingdom Trilogy (Garphill Games)",64.0,15679.0,7.99633,1.24456,7.68373,3.7102,Crowdfunding
28143,Race for the Galaxy,2007,68,7.76,7.652,48790,/boardgame/28143/race-galaxy,https://cf.geekdo-images.com/-DOqixs8uwKUvvWPKI4f9w__micro/img/Fz_qRw_ZHI9TfZXY0b4YZ6zfT7o=/fit-in/64x64/filters:strip_icc()/pic5261714.jpg,31260,132531,84876,63888,120677,68448,28143,Race for the Galaxy,2007.0,Strategy Game,"Rio Grande Games,ABACUSSPIELE,Albi,Ediciones MasQueOca,Gabinete Lúdico,Galápagos Jogos,Gamesinitaly,Ghenos Games,Giochix.it,Hobby Japan,Hobby World,Korea Boardgames Co., Ltd.,Matagot,Pegasus Spiele,Rebel Sp. z o.o.,Smart Ltd,Wargames Club Publishing,YOKA Games,Ystari Games",2.0,4.0,2.0,4.0,2.0,2.0,12.0,30.0,60.0,"Card Game,Civilization,Economic,Science Fiction,Space Exploration","Follow,Hand Management,Income,Market,Multi-Use Cards,Set Collection,Simultaneous Action Selection,Tags,Turn Order: Role Order,Variable Phase Order,Variable Player Powers","Components: Multi-Use Cards,Digital Implementations: Board Game Arena,Digital Implementations: Google Play,Digital Implementations: Steam,Game: Race for the Galaxy,Mechanism: Tableau Building,Misc: Made by Panda,Players: Games with expansions that add solo play",72.0,53212.0,7.74931,1.47156,7.63714,2.9905,Components
121921,Robinson Crusoe: Adventures on the Cursed Island,2012,69,7.82,7.65,36953,/boardgame/121921/robinson-crusoe-adventures-cursed-island,https://cf.geekdo-images.com/FbFnaTx3aT5dM18K_bR_Pg__micro/img/brcsM5-72GgeBDQg3CSI6VB1Dqo=/fit-in/64x64/filters:strip_icc()/pic3165731.jpg,191189,188920,162886,154203,96848,192458,121921,Robinson Crusoe: Adventures on the Cursed Island,2012.0,Thematic,"Portal Games,Albi,Arclight Games,Conclave Editora,DiceTree Games,Edge Entertainment,Filosofia Éditions,Gém Klub Kft.,Hobby World,MYBG Co., Ltd.,Pegasus Spiele,uplay.it edizioni,Z-Man Games",1.0,4.0,1.0,4.0,1.0,4.0,14.0,60.0,120.0,"Adventure,Exploration,Fighting,Novel-based,Territory Building","Action Queue,Area Movement,Cooperative Game,Dice Rolling,Die Icon Resolution,Events,Hexagon Grid,Map Addition,Movement Points,Narrative Choice / Paragraph,Scenario / Mission / Campaign Game,Solo / Solitaire Game,Tile Placement,Turn Order: Progressive,Variable Player Powers,Worker Placement","Books: Robinson Crusoe,Category: Dized Tutorial,Components: Dice with Icons,Components: Wooden pieces & boards,Digital Implementations: Tabletopia,Game: Robinson Crusoe – Adventures on the Cursed Island,Islands: Fictional,Misc: LongPack Games,Misc: Watch It Played How To Videos,Players: Games with Solitaire Rules,Theme: Colonial,Theme: Survival,Theme: Tropical Islands",83.0,41304.0,7.76993,1.44035,7.59968,3.8078,Books
201808,Clank!: A Deck-Building Adventure,2016,70,7.82,7.647,31790,/boardgame/201808/clank-deck-building-adventure,https://cf.geekdo-images.com/DPjV1iI0ygo5Bl3XLNRiIg__micro/img/5hO7ln_bquTyy4Q__ksB4NT1gMs=/fit-in/64x64/filters:strip_icc()/pic4449526.jpg,233371,199792,328871,266507,169786,262712,201808,Clank!: A Deck-Building Adventure,2016.0,"Strategy Game,Family Game","Renegade Game Studios,Arclight Games,Conclave Editora,Devir,Dire Wolf,Korea Boardgames Co., Ltd.,Lavka Games,Lucrum Games,Raven Distribution,Reflexshop,REXhry,Schwerkraft-Verlag",2.0,4.0,2.0,4.0,3.0,3.0,12.0,30.0,60.0,"Adventure,Fantasy","Action Points,Deck, Bag, and Pool Building,Delayed Purchase,End Game Bonuses,Movement Points,Open Drafting,Player Elimination,Point to Point Movement,Push Your Luck,Variable Set-up","Category: Dungeon Crawler,Components: Meeples (Blue),Components: Meeples (Green),Components: Meeples (Red),Components: Meeples (Yellow),Creatures: Dragons,Creatures: Goblins,Creatures: Monsters,Game: Clank!,Misc: Mensa Select,Misc: Watch It Played How To Videos",75.0,38895.0,7.79287,1.20189,7.63211,2.2252,Category
229853,Teotihuacan: City of Gods,2018,71,7.93,7.643,15103,/boardgame/229853/teotihuacan-city-gods,https://cf.geekdo-images.com/wW5xjgBJcFyLaEWZwrYuKA__micro/img/kXVTBtcGC-5L706WFNJLAuZTovQ=/fit-in/64x64/filters:strip_icc()/pic4583626.jpg,276025,247763,126163,308765,310873,216132,229853,Teotihuacan: City of Gods,2018.0,Strategy Game,"NSKN Games,Board&Dice,Bucaneiros Jogos,CrowD Games,Delta Vision Publishing,Game Harbor,Giochix.it,Jumping Turtle Games,Maldito Games,Pixie Games,Portal Games,Schwerkraft-Verlag,sternenschimmermeer,テンデイズゲームズ(TendaysGames)",1.0,4.0,1.0,4.0,4.0,4.0,14.0,90.0,120.0,Ancient,"Area Movement,Rondel,Set Collection,Solo / Solitaire Game,Tile Placement,Track Movement,Variable Set-up","Constructions: Pyramids,Country: Mexico,Digital Implementations: Board Game Arena,Digital Implementations: Tabletopia,Game: Teotihuacan,Misc: LongPack Games,Players: Games with Solitaire Rules,Theme: Native Americans / First Peoples",80.0,18426.0,7.88214,1.30015,7.61636,3.7746,Constructions
171623,The Voyages of Marco Polo,2015,72,7.84,7.642,21753,/boardgame/171623/voyages-marco-polo,https://cf.geekdo-images.com/n1G7_aWToLAAB7Mqt8iwyA__micro/img/c8Ld-3E8S0devFlugLvyiAEESbY=/fit-in/64x64/filters:strip_icc()/pic2461346.png,126163,203993,164928,73439,216132,193738,171623,The Voyages of Marco Polo,2015.0,Strategy Game,"Hans im Glück,999 Games,Albi,Albi Polska,Arclight Games,CrowD Games,Devir,Filosofia Éditions,Giochi Uniti,Kaissa Chess & Games,Korea Boardgames Co., Ltd.,Piatnik,Swan Panasia Co., Ltd.,Z-Man Games",2.0,4.0,2.0,4.0,4.0,4.0,12.0,40.0,100.0,"Dice,Economic,Medieval,Travel","Contracts,Dice Rolling,Point to Point Movement,Resource to Move,Turn Order: Claim Action,Variable Player Powers,Variable Set-up,Worker Placement with Dice Workers","Animals: Camels,Cities: Beijing (China),Cities: Samarkand (Uzbekistan),Cities: Venice (Veneto, Italy),Components: Map (Continental / National scale),Components: Wooden pieces & boards,Continents: Asia,Digital Implementations: Board Game Arena,Digital Implementations: BrettspielWelt,Digital Implementations: Yucata,Game: The Voyages of Marco Polo,Region: Middle East,Theme: Silk Road",84.0,23904.0,7.79811,1.26577,7.5971,3.1879,Animals
68448,7 Wonders,2010,73,7.74,7.635,89621,/boardgame/68448/7-wonders,https://cf.geekdo-images.com/RvFVTEpnbb4NM7k0IF8V7A__micro/img/9glsOs7zoTbkVpfDt5SHWJm-kRA=/fit-in/64x64/filters:strip_icc()/pic860217.jpg,36218,129622,34635,84876,30549,822,68448,7 Wonders,2010.0,"Strategy Game,Family Game","Repos Production,ADC Blackfire Entertainment,Asmodee,Asterion Press,Galápagos Jogos,Gém Klub Kft.,Hobby Japan,Kaissa Chess & Games,Korea Boardgames Co., Ltd.,Lautapelit.fi,Lifestyle Boardgames Ltd,NeoTroy Games,Rebel Sp. z o.o.,Siam Board Games",2.0,7.0,3.0,7.0,4.0,5.0,10.0,30.0,30.0,"Ancient,Card Game,City Building,Civilization,Economic","Closed Drafting,Hand Management,Neighbor Scope,Set Collection,Simultaneous Action Selection,Variable Player Powers","Ancient: Babylon,Ancient: Egypt,Ancient: Greece,Category: Dized Tutorial,Constructions: Pyramids,Digital Implementations: Board Game Arena,Digital Implementations: BrettspielWelt,Game: 7 Wonders,Mechanism: Artificial Player,Mechanism: Tableau Building,Misc: Watch It Played How To Videos",86.0,99287.0,7.69825,1.27659,7.59233,2.3209,Ancient
157354,Five Tribes,2014,74,7.78,7.631,34435,/boardgame/157354/five-tribes,https://cf.geekdo-images.com/dmo-WD6HZHVUPrbVHunaTw__micro/img/fxKL3MvU00YeEkfeLNdQGUl5rxA=/fit-in/64x64/filters:strip_icc()/pic2055255.jpg,123260,176494,164928,155426,170042,318084,157354,Five Tribes,2014.0,Strategy Game,"Days of Wonder,Arclight Games,Asterion Press,CrowD Games,Galápagos Jogos,Gém Klub Kft.,Korea Boardgames Co., Ltd.,Lord of Boards,Maldito Games,Rebel Sp. z o.o.",2.0,4.0,2.0,4.0,2.0,2.0,13.0,40.0,80.0,"Arabian,Fantasy,Mythology","Auction/Bidding,Constrained Bidding,End Game Bonuses,Hidden Victory Points,Mancala,Modular Board,Set Collection,Square Grid,Take That,Turn Order: Auction,Variable Player Powers,Variable Set-up,Victory Points as a Resource","Animals: Camels,Components: Meeples (Animal) / Animeeples,Game: Five Tribes,Mythology: Arabian,Region: Middle East",77.0,39371.0,7.77833,1.26874,7.63089,2.8504,Animals
200680,Agricola (Revised Edition),2016,75,8.0,7.623,11572,/boardgame/200680/agricola-revised-edition,https://cf.geekdo-images.com/Vf_0TrTfz9yll7rVBvYGsg__micro/img/-rkh8miCGz860ChoPFB0i_jjgog=/fit-in/64x64/filters:strip_icc()/pic3029377.jpg,341169,220308,224517,167791,177736,102794,200680,Agricola (Revised Edition),2016.0,Strategy Game,"Lookout Games,999 Games,Asmodee Italia,Compaya.hu: Gamer Café Kft.,Devir,Funforge,Hobby Japan,Hobby World,Korea Boardgames Co., Ltd.,Lacerta,Lautapelit.fi,Mayfair Games,Rebel Sp. z o.o.,Swan Panasia Co., Ltd.,uplay.it edizioni",1.0,4.0,1.0,4.0,4.0,4.0,12.0,30.0,120.0,"Animals,Economic,Farming","Enclosure,Hand Management,Worker Placement,Advantage Token,Automatic Resource Growth,Closed Drafting,Increase Value of Unchosen Resources,Solo / Solitaire Game,Team-Based Game,Turn Order: Claim Action,Variable Player Powers","Animals: Cattle / Cows,Animals: Pigs,Animals: Sheep,Components: Meeples (Animal) / Animeeples,Components: Wooden pieces & boards,Digital Implementations: Board Game Arena,Game: Agricola,Mechanism: Tableau Building,Occupation: Farmer,Players: Games with Solitaire Rules,Series: Harvest (Uwe Rosenberg),Theme: Food / Cooking",76.0,15658.0,7.96495,1.4301,7.63136,3.4683,Animals
62219,Dominant Species,2010,76,7.84,7.62,18748,/boardgame/62219/dominant-species,https://cf.geekdo-images.com/oeygRZntjNUJWvc8SxDfww__micro/img/gXi23Nbfem6XTfRlV2eHEHB_cHY=/fit-in/64x64/filters:strip_icc()/pic784193.jpg,28720,175914,182028,1,262941,54138,62219,Dominant Species,2010.0,Strategy Game,"GMT Games,Asmodee,Asterion Press,Do it games,Filosofia Éditions,Korea Boardgames Co., Ltd.,PHALANX,Udo Grebe Gamedesign,Wargames Club Publishing",2.0,6.0,3.0,6.0,4.0,4.0,14.0,120.0,240.0,"Animals,Environmental,Prehistoric","Action Queue,Area Majority / Influence,End Game Bonuses,Grid Movement,Hexagon Grid,Map Addition,Open Drafting,Take That,Tile Placement,Turn Order: Claim Action,Variable Player Powers,Worker Placement","Animals: Prehistoric Non-Dinosaurs,Components: Map (Continental / National scale),Digital Implementations: Tabletopia,Game: Dominant Species,Mechanism: 4X,Misc: Made by Panda,Theme: Biology,Theme: Evolution,Theme: Science",85.0,20330.0,7.8235,1.51434,7.59406,4.0379,Animals
110327,Lords of Waterdeep,2012,77,7.75,7.618,48535,/boardgame/110327/lords-waterdeep,https://cf.geekdo-images.com/-hk8f8iGk_DyWyMrfiPBkg__micro/img/tWSg9ErrwvVcwaE1Kze1IsxwpGg=/fit-in/64x64/filters:strip_icc()/pic1116080.jpg,155426,132531,123260,31481,182134,176920,110327,Lords of Waterdeep,2012.0,Strategy Game,Wizards of the Coast,2.0,5.0,2.0,5.0,3.0,4.0,12.0,60.0,120.0,"City Building,Fantasy","Contracts,Hidden Roles,Increase Value of Unchosen Resources,Ownership,Set Collection,Take That,Turn Order: Claim Action,Worker Placement","Components: Map (City Scale),Digital Implementations: Google Play,Digital Implementations: Steam,Game: Lords of Waterdeep,Setting: Dungeons & Dragons,Versions & Editions: Board Game Versions of Role-Playing Games",82.0,53154.0,7.73772,1.27049,7.60104,2.4532,Components
182874,Grand Austria Hotel,2015,78,7.88,7.602,14644,/boardgame/182874/grand-austria-hotel,https://cf.geekdo-images.com/d4It-gdWY4GZVYSjbq20gQ__micro/img/zmZ-XLYa4qxusS-9osWBmPd9lQs=/fit-in/64x64/filters:strip_icc()/pic2728138.jpg,164928,203993,245638,220877,126163,229853,182874,Grand Austria Hotel,2015.0,Strategy Game,"Lookout Games,Asmodee Italia,Cranio Creations,CrowD Games,Funforge,Game Harbor,Korea Boardgames Co., Ltd.,Lacerta,Lord of Boards,Maldito Games,Mandoo Games,Mayfair Games,PaperGames (III),SD Games",2.0,4.0,2.0,3.0,2.0,2.0,12.0,60.0,120.0,Economic,"Action Drafting,Contracts,Dice Rolling,End Game Bonuses,Hand Management,Set Collection,Variable Set-up","Cities: Vienna (Austria),Country: Austria,Crowdfunding: Wspieram,Digital Implementations: Yucata,Mechanism: Dice Drafting,Misc: LongPack Games,Theme: Food / Cooking",69.0,18574.0,7.91889,1.26708,7.65873,3.2146,Cities
264220,Tainted Grail: The Fall of Avalon,2019,79,8.27,7.593,7943,/boardgame/264220/tainted-grail-fall-avalon,https://cf.geekdo-images.com/aAwBzPzta4joKfFZt05hCw__micro/img/28sp86TqPbMqn9M_qHWfS9j44-w=/fit-in/64x64/filters:strip_icc()/pic4385726.jpg,322708,280794,188920,325494,311988,310100,264220,Tainted Grail: The Fall of Avalon,2019.0,Thematic,"Awaken Realms,Albi,Arclight Games,CrowD Games,Delta Vision Publishing,Edge Entertainment,Giochi Uniti,Maldito Games,MeepleBR,Pegasus Spiele,Summon Games,YOKA Games",1.0,4.0,1.0,3.0,1.0,2.0,14.0,60.0,120.0,"Adventure,Exploration,Fantasy,Mature / Adult,Medieval,Mythology,Travel","Area Movement,Campaign / Battle Card Driven,Cooperative Game,Deck, Bag, and Pool Building,Dice Rolling,Hand Management,Map Addition,Modular Board,Narrative Choice / Paragraph,Role Playing,Scenario / Mission / Campaign Game,Solo / Solitaire Game,Storytelling,Variable Player Powers","Components: Miniatures,Crowdfunding: Kickstarter,Game: Tainted Grail,Mechanism: Campaign Games,Misc: Eastar Game Manufacturing,Players: Games with Solitaire Rules,Theme: King Arthur / The Knights of the Round Table / Camelot",91.0,11065.0,8.14272,1.78335,7.57439,3.3303,Components
